X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0297102393823,38.9271884594545,18096274,2018/06/14 03:03:18+00,MIDNIGHT,GUN,ROBBERY,2900 - 2999 BLOCK OF 13TH STREET NW,397424,139923,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 36,38.927180666948,-77.0297079449318,,2018/06/13 23:42:35+00,1970/01/01 00:00:00+00,440980817,18096274-01
-76.9296840463754,38.8844895064043,18096275,2018/06/14 00:44:59+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,5000 - 5099 BLOCK OF CALL PLACE SE,406101,135185,7,7E,6,604,Cluster 33,009904 2,009904,Precinct 104,38.8844817187843,-76.9296817856851,,2018/06/13 23:35:59+00,1970/01/01 00:00:00+00,440980818,18096275-01
-77.0307903855677,38.918116798043,18096276,2018/06/14 03:23:47+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF V STREET NW,397330,138916,1,1B,3,305,Cluster 3,004400 1,004400,Precinct 22,38.9181090074051,-77.0307880913356,,2018/06/13 23:45:12+00,2018/06/14 02:51:52+00,440980819,18096276-01
-77.0270481615571,38.9019297294503,18096278,2018/06/14 01:47:31+00,MIDNIGHT,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 11TH STREET NW,397654,137119,2,2F,2,209,Cluster 8,010100 1,010100,Precinct 129,38.9019219419362,-77.0270458694797,DOWNTOWN,2018/06/13 22:51:18+00,2018/06/14 01:00:51+00,440980820,18096278-01
-76.9348876390957,38.8910866587932,18096291,2018/06/14 03:57:00+00,MIDNIGHT,OTHERS,ROBBERY,100 - 199 BLOCK OF 47TH STREET NE,405649,135917,7,7D,6,608,Cluster 33,007803 3,007803,Precinct 98,38.8910788700351,-76.9348853763831,,2018/06/13 23:50:30+00,2018/06/14 01:28:14+00,440980821,18096291-01
-76.9789222637407,38.8438898204875,18096296,2018/06/14 03:21:51+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,3500 - 3599 BLOCK OF STANTON ROAD SE,401830,130676,8,8B,7,704,Cluster 38,007409 3,007409,Precinct 116,38.8438820428946,-76.9789199901844,,2018/06/13 23:49:46+00,1970/01/01 00:00:00+00,440980822,18096296-01
-77.0303005184504,38.9321699042592,18096304,2018/06/14 02:55:38+00,MIDNIGHT,OTHERS,ROBBERY,1300 - 1329 BLOCK OF MONROE STREET NW,397373,140476,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 42,38.932162110771,-77.0302982235113,,2018/06/14 00:24:19+00,2018/06/14 01:30:55+00,440980823,18096304-01
-76.9824679042947,38.8999767319808,18096307,2018/06/14 02:13:16+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF BENNING ROAD NE,401521,136902,6,6A,5,507,Cluster 23,007901 4,007901,Precinct 81,38.8999689431992,-76.9824656262198,,2018/06/14 01:27:58+00,1970/01/01 00:00:00+00,440980824,18096307-01
-77.009007394593,38.821316167668,18096308,2018/06/14 04:25:59+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,100 - 199 BLOCK OF IVANHOE STREET SW,399218,128170,8,8D,7,708,Cluster 39,010900 1,010900,Precinct 126,38.8213083957537,-77.0090051130429,,2018/06/14 01:24:37+00,1970/01/01 00:00:00+00,440980825,18096308-01
-76.9808347289427,38.9286410039295,18096310,2018/06/14 04:06:53+00,MIDNIGHT,OTHERS,THEFT F/AUTO,3002 - 3099 BLOCK OF 17TH STREET NE,401662,140084,5,5B,5,504,Cluster 22,009301 3,009301,Precinct 70,38.9286332093073,-76.980832449627,,2018/06/14 01:54:10+00,2018/06/14 03:47:32+00,440980826,18096310-01
-76.9647896561601,38.9345377137978,18096313,2018/06/14 02:37:05+00,MIDNIGHT,OTHERS,THEFT/OTHER,3000 - 3133 BLOCK OF RHODE ISLAND AVENUE NE,403053,140739,5,5C,5,503,Cluster 24,011100 2,011100,Precinct 69,38.9345299173892,-76.964787381483,,2018/06/14 02:06:20+00,2018/06/14 02:37:21+00,440980827,18096313-01
-77.006417718979,38.9639908992094,18096316,2018/06/14 05:33:08+00,MIDNIGHT,OTHERS,THEFT F/AUTO,6000 - 6137 BLOCK OF SLIGO MILL ROAD NE,399444,144008,4,4B,4,406,Cluster 19,009505 2,009505,Precinct 64,38.9639830984196,-77.0064154295307,,2018/06/14 02:32:19+00,1970/01/01 00:00:00+00,440980828,18096316-01
-76.9788177336283,38.8467815122942,18096318,2018/06/14 03:30:28+00,MIDNIGHT,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF 18TH STREET SE,401839,130997,8,8E,7,704,Cluster 38,007403 1,007403,Precinct 116,38.8467737341134,-76.9788154599289,,2018/06/14 02:25:13+00,1970/01/01 00:00:00+00,440980829,18096318-01
-76.9292440693124,38.8865071191924,18096326,2018/06/14 06:09:58+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,5000 - 5099 BLOCK OF B STREET SE,406139,135409,7,7E,6,604,Cluster 33,009904 2,009904,Precinct 104,38.8864993311487,-76.9292418086365,,2018/06/14 03:44:33+00,2018/06/14 04:27:23+00,440980830,18096326-01
-76.9865385141635,38.8327384802363,18096330,2018/06/14 00:00:00+00,MIDNIGHT,GUN,HOMICIDE,1000 - 1199 BLOCK OF SOUTHERN AVENUE SE,401169,129438,8,8E,7,706,Cluster 39,009700 1,009700,Precinct 121,38.832730705179,-76.9865362389136,,2018/06/14 01:38:39+00,2018/06/14 05:31:40+00,440980831,18096330-01
-77.0381183448667,38.9287714827678,18096334,2018/06/14 05:33:23+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1611 - 1699 BLOCK OF IRVING STREET NW,396695,140099,1,1D,3,302,Cluster 2,002702 2,002702,Precinct 39,38.9287636902562,-77.0381160477008,,2018/06/14 04:20:16+00,2018/06/14 04:30:20+00,440980832,18096334-01
-77.0159229645924,38.9527296640299,18096353,2018/06/14 08:29:41+00,DAY,OTHERS,THEFT F/AUTO,5100  - 5199 BLOCK OF 3RD STREET NW,398620,142758,4,4D,4,403,Cluster 18,002102 5,002102,Precinct 57,38.9527218658629,-77.0159206728728,,2018/06/14 07:06:24+00,2018/06/14 08:13:27+00,440980833,18096353-01
-76.9391469792509,38.8705768452225,18096357,2018/06/14 09:41:36+00,DAY,OTHERS,THEFT F/AUTO,4300 - 4399 BLOCK OF BARKER STREET SE,405281,133640,7,7E,6,605,Cluster 32,009902 1,009902,Precinct 106,38.8705690607625,-76.939144716459,,2018/06/14 07:08:39+00,2018/06/14 08:23:48+00,440980834,18096357-01
-76.9722147306363,38.8526175955964,07006630,2018/07/26 00:00:00+00,MIDNIGHT,GUN,HOMICIDE,3100 - 3198 BLOCK OF 24TH STREET SE,402412,131645,8,8B,7,702,Cluster 36,007408 1,007408,Precinct 115,38.8526098159915,-76.9722124586381,,2007/01/14 23:30:00+00,2007/01/14 00:00:00+00,440980929,07006630-01
-77.0749603408252,38.9126107327672,10954295,2018/04/05 21:17:59+00,EVENING,OTHERS,SEX ABUSE,3810 - 3899 BLOCK OF RESERVOIR ROAD NW,393499,138307,2,2E,2,206,Cluster 4,000201 1,000201,Precinct 6,38.9126029448886,-77.0749580331768,,2018/04/01 00:01:17+00,2018/04/05 21:18:34+00,441077849,10954295-01
-76.9784217271984,38.8992553858684,12146972,2018/07/31 00:00:00+00,MIDNIGHT,OTHERS,HOMICIDE,1700 - 1799 BLOCK OF BENNING ROAD NE,401872,136822,6,6A,5,507,Cluster 23,007901 1,007901,Precinct 81,38.8992475970817,-76.9784194504277,,2012/10/18 00:10:00+00,2012/10/18 00:12:00+00,441138180,12146972-01
